external_id,R,F_recent,M,RFM_total,segment,F_count,M_amount,_segment_truth
u_000539,5,5,5,15,Champion,11,2539617.0,Champion
u_011852,2,1,1,4,At-Risk,0,0.0,Potential
u_003212,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012602,3,3,1,7,Potential,2,77103.0,Potential
u_003651,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010479,1,1,1,3,Lost,0,0.0,Lost
u_011451,5,2,1,8,Potential,1,64152.0,New
u_004076,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011966,2,1,1,4,At-Risk,0,0.0,Potential
u_001197,3,4,4,11,Loyal,8,680902.0,Loyal
u_002553,2,1,1,4,At-Risk,0,0.0,At-Risk
u_001326,4,4,4,12,Champion,8,809362.0,Loyal
u_007412,1,1,1,3,Lost,0,0.0,Lost
u_007803,1,1,1,3,Lost,0,0.0,Lost
u_002506,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010783,5,2,1,8,Potential,1,91526.0,New
u_006573,1,1,1,3,Lost,0,0.0,Lost
u_010064,1,1,1,3,Lost,0,0.0,Lost
u_001991,4,4,5,13,Champion,9,1572057.0,Loyal
u_009633,1,1,1,3,Lost,0,0.0,Lost
u_000310,4,4,3,11,Loyal,5,521311.0,Champion
u_009092,1,1,1,3,Lost,0,0.0,Lost
u_009783,1,1,1,3,Lost,0,0.0,Lost
u_003249,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007051,1,1,1,3,Lost,0,0.0,Lost
u_005299,2,1,1,4,At-Risk,0,0.0,Hibernating
u_011152,1,1,1,3,New,0,0.0,New
u_014265,4,2,1,7,Potential,1,46293.0,Potential
u_001224,4,4,5,13,Champion,7,1409941.0,Loyal
u_002633,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005286,2,1,1,4,At-Risk,0,0.0,Hibernating
u_007575,1,1,1,3,Lost,0,0.0,Lost
u_007119,1,1,1,3,Lost,0,0.0,Lost
u_003732,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005704,2,1,1,4,At-Risk,0,0.0,Hibernating
u_009218,1,1,1,3,Lost,0,0.0,Lost
u_007903,1,1,1,3,Lost,0,0.0,Lost
u_011192,1,1,1,3,New,0,0.0,New
u_007335,1,1,1,3,Lost,0,0.0,Lost
u_011492,1,1,1,3,New,0,0.0,New
u_006820,1,1,1,3,Lost,0,0.0,Lost
u_008045,1,1,1,3,Lost,0,0.0,Lost
u_003968,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013300,3,3,3,9,Potential,3,342850.0,Potential
u_007748,1,1,1,3,Lost,0,0.0,Lost
u_008550,1,1,1,3,Lost,0,0.0,Lost
u_014851,4,3,2,9,Potential,2,174079.0,Potential
u_012256,3,3,1,7,Potential,2,43448.0,Potential
u_011078,1,1,1,3,New,0,0.0,New
u_007918,1,1,1,3,Lost,0,0.0,Lost
u_009658,1,1,1,3,Lost,0,0.0,Lost
u_006319,1,1,1,3,Lost,0,0.0,Lost
u_002884,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010989,1,1,1,3,New,0,0.0,New
u_010937,5,2,1,8,Potential,1,90638.0,New
u_014920,2,1,1,4,At-Risk,0,0.0,Potential
u_000786,4,4,4,12,Champion,7,697779.0,Loyal
u_007565,1,1,1,3,Lost,0,0.0,Lost
u_012917,4,2,2,8,Potential,1,108413.0,Potential
u_000750,4,5,5,14,Champion,12,2647544.0,Champion
u_001795,4,4,4,12,Champion,9,601015.0,Loyal
u_013295,2,1,1,4,At-Risk,0,0.0,Potential
u_013004,2,1,1,4,At-Risk,0,0.0,Potential
u_003546,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007595,1,1,1,3,Lost,0,0.0,Lost
u_009254,1,1,1,3,Lost,0,0.0,Lost
u_003742,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005416,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010072,1,1,1,3,Lost,0,0.0,Lost
u_002051,4,4,3,11,Loyal,6,449864.0,Loyal
u_000280,4,4,4,12,Champion,7,786528.0,Champion
u_000265,4,5,5,14,Champion,10,1349441.0,Champion
u_009398,1,1,1,3,Lost,0,0.0,Lost
u_011011,1,1,1,3,New,0,0.0,New
u_007919,1,1,1,3,Lost,0,0.0,Lost
u_010082,1,1,1,3,Lost,0,0.0,Lost
u_003483,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007741,1,1,1,3,Lost,0,0.0,Lost
u_004771,2,1,1,4,At-Risk,0,0.0,Hibernating
u_007986,1,1,1,3,Lost,0,0.0,Lost
u_009046,1,1,1,3,Lost,0,0.0,Lost
u_014816,2,1,1,4,At-Risk,0,0.0,Potential
u_013314,2,1,1,4,At-Risk,0,0.0,Potential
u_005784,2,1,1,4,At-Risk,0,0.0,Hibernating
u_006128,1,1,1,3,Lost,0,0.0,Lost
u_012120,4,2,2,8,Potential,1,147247.0,Potential
u_014284,2,1,1,4,At-Risk,0,0.0,Potential
u_009993,1,1,1,3,Lost,0,0.0,Lost
u_006037,1,1,1,3,Lost,0,0.0,Lost
u_009282,1,1,1,3,Lost,0,0.0,Lost
u_005861,2,1,1,4,At-Risk,0,0.0,Hibernating
u_006541,1,1,1,3,Lost,0,0.0,Lost
u_014533,2,1,1,4,At-Risk,0,0.0,Potential
u_010177,1,1,1,3,Lost,0,0.0,Lost
u_006885,1,1,1,3,Lost,0,0.0,Lost
u_005410,2,1,1,4,At-Risk,0,0.0,Hibernating
u_004257,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009150,1,1,1,3,Lost,0,0.0,Lost
u_009464,1,1,1,3,Lost,0,0.0,Lost
u_011526,5,2,1,8,Potential,1,31341.0,New
u_002877,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007075,1,1,1,3,Lost,0,0.0,Lost
u_004929,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010500,1,1,1,3,Lost,0,0.0,Lost
u_006494,1,1,1,3,Lost,0,0.0,Lost
u_004245,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009765,1,1,1,3,Lost,0,0.0,Lost
u_008559,1,1,1,3,Lost,0,0.0,Lost
u_000914,3,4,4,11,Loyal,5,878381.0,Loyal
u_007966,1,1,1,3,Lost,0,0.0,Lost
u_014617,2,1,1,4,At-Risk,0,0.0,Potential
u_002909,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009582,1,1,1,3,Lost,0,0.0,Lost
u_007238,1,1,1,3,Lost,0,0.0,Lost
u_013067,4,3,2,9,Potential,3,215268.0,Potential
u_002677,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006449,1,1,1,3,Lost,0,0.0,Lost
u_010354,1,1,1,3,Lost,0,0.0,Lost
u_003352,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005203,2,1,1,4,At-Risk,0,0.0,Hibernating
u_001546,4,4,3,11,Loyal,8,561786.0,Loyal
u_006706,1,1,1,3,Lost,0,0.0,Lost
u_014035,2,1,1,4,At-Risk,0,0.0,Potential
u_008579,1,1,1,3,Lost,0,0.0,Lost
u_012448,2,1,1,4,At-Risk,0,0.0,Potential
u_009651,1,1,1,3,Lost,0,0.0,Lost
u_010710,1,1,1,3,New,0,0.0,New
u_004446,2,1,1,4,At-Risk,0,0.0,At-Risk
u_001876,4,4,4,12,Champion,9,869922.0,Loyal
u_000152,5,4,4,13,Champion,6,883341.0,Champion
u_007776,1,1,1,3,Lost,0,0.0,Lost
u_006372,1,1,1,3,Lost,0,0.0,Lost
u_006911,1,1,1,3,Lost,0,0.0,Lost
u_002520,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012085,3,3,2,8,Potential,3,154305.0,Potential
u_011581,1,1,1,3,New,0,0.0,New
u_012771,2,1,1,4,At-Risk,0,0.0,Potential
u_009534,1,1,1,3,Lost,0,0.0,Lost
u_008355,1,1,1,3,Lost,0,0.0,Lost
u_006131,1,1,1,3,Lost,0,0.0,Lost
u_013128,2,1,1,4,At-Risk,0,0.0,Potential
u_002430,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006656,1,1,1,3,Lost,0,0.0,Lost
u_004903,2,1,1,4,At-Risk,0,0.0,Hibernating
u_002338,2,1,1,4,At-Risk,0,0.0,At-Risk
u_000110,5,4,5,14,Champion,4,1067789.0,Champion
u_003229,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009403,1,1,1,3,Lost,0,0.0,Lost
u_004057,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008124,1,1,1,3,Lost,0,0.0,Lost
u_012172,2,1,1,4,At-Risk,0,0.0,Potential
u_000129,4,4,4,12,Champion,4,755520.0,Champion
u_008606,1,1,1,3,Lost,0,0.0,Lost
u_006710,1,1,1,3,Lost,0,0.0,Lost
u_013974,4,3,3,10,Potential,3,384069.0,Potential
u_004675,2,1,1,4,At-Risk,0,0.0,Hibernating
u_012968,4,3,3,10,Potential,3,249570.0,Potential
u_009377,1,1,1,3,Lost,0,0.0,Lost
u_001146,3,4,4,11,Loyal,9,772001.0,Loyal
u_007609,1,1,1,3,Lost,0,0.0,Lost
u_000187,5,4,4,13,Champion,6,573954.0,Champion
u_014194,2,1,1,4,At-Risk,0,0.0,Potential
u_004071,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006139,1,1,1,3,Lost,0,0.0,Lost
u_012512,2,1,1,4,At-Risk,0,0.0,Potential
u_000867,4,4,4,12,Champion,5,705511.0,Loyal
u_013578,3,2,2,7,Potential,1,158010.0,Potential
u_010588,1,1,1,3,New,0,0.0,New
u_006674,1,1,1,3,Lost,0,0.0,Lost
u_000636,5,4,5,14,Champion,7,1540013.0,Champion
u_005462,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003446,2,1,1,4,At-Risk,0,0.0,At-Risk
u_003908,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007719,1,1,1,3,Lost,0,0.0,Lost
u_009903,1,1,1,3,Lost,0,0.0,Lost
u_002651,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002200,4,4,3,11,Loyal,9,515248.0,Loyal
u_007031,1,1,1,3,Lost,0,0.0,Lost
u_008000,1,1,1,3,Lost,0,0.0,Lost
u_014833,3,3,2,8,Potential,2,200146.0,Potential
u_007188,1,1,1,3,Lost,0,0.0,Lost
u_009515,1,1,1,3,Lost,0,0.0,Lost
u_001090,4,4,3,11,Loyal,5,517565.0,Loyal
u_010770,1,1,1,3,New,0,0.0,New
u_008023,1,1,1,3,Lost,0,0.0,Lost
u_004893,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010420,1,1,1,3,Lost,0,0.0,Lost
u_012998,2,1,1,4,At-Risk,0,0.0,Potential
u_008704,1,1,1,3,Lost,0,0.0,Lost
u_005211,2,1,1,4,At-Risk,0,0.0,Hibernating
u_007229,1,1,1,3,Lost,0,0.0,Lost
u_010431,1,1,1,3,Lost,0,0.0,Lost
u_014559,2,1,1,4,At-Risk,0,0.0,Potential
u_009883,1,1,1,3,Lost,0,0.0,Lost
u_005228,2,1,1,4,At-Risk,0,0.0,Hibernating
u_013391,2,1,1,4,At-Risk,0,0.0,Potential
u_012908,3,2,1,6,Potential,1,65620.0,Potential
u_014574,3,3,2,8,Potential,2,218226.0,Potential
u_014342,2,1,1,4,At-Risk,0,0.0,Potential
u_008887,1,1,1,3,Lost,0,0.0,Lost
u_001051,4,4,3,11,Loyal,4,444124.0,Loyal
u_007182,1,1,1,3,Lost,0,0.0,Lost
u_003659,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007171,1,1,1,3,Lost,0,0.0,Lost
u_006950,1,1,1,3,Lost,0,0.0,Lost
u_005783,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010409,1,1,1,3,Lost,0,0.0,Lost
u_004434,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006780,1,1,1,3,Lost,0,0.0,Lost
u_004090,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010022,1,1,1,3,Lost,0,0.0,Lost
u_013965,3,3,2,8,Potential,3,181172.0,Potential
u_004852,2,1,1,4,At-Risk,0,0.0,Hibernating
u_013659,2,1,1,4,At-Risk,0,0.0,Potential
u_000068,5,5,5,15,Champion,10,1403239.0,Champion
u_013801,2,1,1,4,At-Risk,0,0.0,Potential
u_006034,1,1,1,3,Lost,0,0.0,Lost
u_009987,1,1,1,3,Lost,0,0.0,Lost
u_009134,1,1,1,3,Lost,0,0.0,Lost
u_001868,4,4,3,11,Loyal,6,428439.0,Loyal
u_014172,2,1,1,4,At-Risk,0,0.0,Potential
u_009699,1,1,1,3,Lost,0,0.0,Lost
u_011629,1,1,1,3,New,0,0.0,New
u_012831,3,3,2,8,Potential,2,209886.0,Potential
u_005849,2,1,1,4,At-Risk,0,0.0,Hibernating
u_002503,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011551,5,2,1,8,Potential,1,81024.0,New
u_005676,2,1,1,4,At-Risk,0,0.0,Hibernating
u_002027,3,4,3,10,Loyal,7,450322.0,Loyal
u_003922,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013855,3,2,2,7,Potential,1,101331.0,Potential
u_005096,2,1,1,4,At-Risk,0,0.0,Hibernating
u_012268,4,2,2,8,Potential,1,147805.0,Potential
u_014080,2,1,1,4,At-Risk,0,0.0,Potential
u_005731,2,1,1,4,At-Risk,0,0.0,Hibernating
u_012558,2,1,1,4,At-Risk,0,0.0,Potential
u_013874,2,1,1,4,At-Risk,0,0.0,Potential
u_000285,5,4,4,13,Champion,6,955757.0,Champion
u_005234,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010159,1,1,1,3,Lost,0,0.0,Lost
u_011625,5,2,1,8,Potential,1,82669.0,New
u_011161,5,2,1,8,Potential,1,61460.0,New
u_004175,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004258,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002641,2,1,1,4,At-Risk,0,0.0,At-Risk
u_000826,3,4,3,10,Loyal,6,355255.0,Loyal
u_009683,1,1,1,3,Lost,0,0.0,Lost
u_000091,4,4,4,12,Champion,7,1011923.0,Champion
u_009591,1,1,1,3,Lost,0,0.0,Lost
u_009226,1,1,1,3,Lost,0,0.0,Lost
u_012330,4,2,2,8,Potential,1,114211.0,Potential
u_002476,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010464,1,1,1,3,Lost,0,0.0,Lost
u_005060,2,1,1,4,At-Risk,0,0.0,Hibernating
u_012427,2,1,1,4,At-Risk,0,0.0,Potential
u_004640,2,1,1,4,At-Risk,0,0.0,Hibernating
u_008161,1,1,1,3,Lost,0,0.0,Lost
u_007642,1,1,1,3,Lost,0,0.0,Lost
u_010737,1,1,1,3,New,0,0.0,New
u_006439,1,1,1,3,Lost,0,0.0,Lost
u_013908,4,2,2,8,Potential,1,156506.0,Potential
u_000679,5,4,5,14,Champion,6,1412102.0,Champion
u_001118,4,4,4,12,Champion,7,884947.0,Loyal
u_012278,2,1,1,4,At-Risk,0,0.0,Potential
u_012944,4,3,3,10,Potential,2,284468.0,Potential
u_010442,1,1,1,3,Lost,0,0.0,Lost
u_012333,4,3,2,9,Potential,2,130128.0,Potential
u_010077,1,1,1,3,Lost,0,0.0,Lost
u_004519,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014404,2,1,1,4,At-Risk,0,0.0,Potential
u_009158,1,1,1,3,Lost,0,0.0,Lost
u_002221,4,4,5,13,Champion,9,1270921.0,Loyal
u_008703,1,1,1,3,Lost,0,0.0,Lost
u_001002,3,4,3,10,Loyal,7,495383.0,Loyal
u_011326,1,1,1,3,New,0,0.0,New
u_009666,1,1,1,3,Lost,0,0.0,Lost
u_012062,2,1,1,4,At-Risk,0,0.0,Potential
u_003255,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011612,5,2,1,8,Potential,1,14719.0,New
u_013685,2,1,1,4,At-Risk,0,0.0,Potential
u_004272,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012303,3,3,3,9,Potential,2,245132.0,Potential
u_008740,1,1,1,3,Lost,0,0.0,Lost
u_007280,1,1,1,3,Lost,0,0.0,Lost
u_004297,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010623,5,2,1,8,Potential,1,37887.0,New
u_000647,5,4,5,14,Champion,9,2393773.0,Champion
u_000158,4,5,5,14,Champion,11,2474170.0,Champion
u_000353,5,4,4,13,Champion,6,816313.0,Champion
u_007860,1,1,1,3,Lost,0,0.0,Lost
u_008625,1,1,1,3,Lost,0,0.0,Lost
u_000387,4,4,5,13,Champion,9,1303391.0,Champion
u_007591,1,1,1,3,Lost,0,0.0,Lost
u_004899,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010137,1,1,1,3,Lost,0,0.0,Lost
u_010368,1,1,1,3,Lost,0,0.0,Lost
u_011338,1,1,1,3,New,0,0.0,New
u_003413,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008985,1,1,1,3,Lost,0,0.0,Lost
u_012823,2,1,1,4,At-Risk,0,0.0,Potential
u_014812,2,1,1,4,At-Risk,0,0.0,Potential
u_002259,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012883,4,2,1,7,Potential,1,63534.0,Potential
u_010650,1,1,1,3,New,0,0.0,New
u_008019,1,1,1,3,Lost,0,0.0,Lost
u_008141,1,1,1,3,Lost,0,0.0,Lost
u_002616,2,1,1,4,At-Risk,0,0.0,At-Risk
u_001133,3,5,4,12,Loyal,10,774876.0,Loyal
u_014025,3,3,2,8,Potential,3,218947.0,Potential
u_012425,3,3,2,8,Potential,2,165404.0,Potential
u_005729,2,1,1,4,At-Risk,0,0.0,Hibernating
u_002968,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005352,2,1,1,4,At-Risk,0,0.0,Hibernating
u_002276,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007440,1,1,1,3,Lost,0,0.0,Lost
u_002995,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011562,5,2,1,8,Potential,1,23273.0,New
u_012955,2,1,1,4,At-Risk,0,0.0,Potential
u_007503,1,1,1,3,Lost,0,0.0,Lost
u_007469,1,1,1,3,Lost,0,0.0,Lost
u_004085,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008010,1,1,1,3,Lost,0,0.0,Lost
u_002301,2,1,1,4,At-Risk,0,0.0,At-Risk
u_001799,4,4,4,12,Champion,8,868466.0,Loyal
u_007975,1,1,1,3,Lost,0,0.0,Lost
u_002627,2,1,1,4,At-Risk,0,0.0,At-Risk
u_001515,3,4,4,11,Loyal,9,804035.0,Loyal
u_009138,1,1,1,3,Lost,0,0.0,Lost
u_010148,1,1,1,3,Lost,0,0.0,Lost
u_008420,1,1,1,3,Lost,0,0.0,Lost
u_009312,1,1,1,3,Lost,0,0.0,Lost
u_008739,1,1,1,3,Lost,0,0.0,Lost
u_011472,1,1,1,3,New,0,0.0,New
u_008941,1,1,1,3,Lost,0,0.0,Lost
u_007211,1,1,1,3,Lost,0,0.0,Lost
u_012725,3,3,1,7,Potential,2,84256.0,Potential
u_003058,2,1,1,4,At-Risk,0,0.0,At-Risk
u_014325,2,1,1,4,At-Risk,0,0.0,Potential
u_007830,1,1,1,3,Lost,0,0.0,Lost
u_008644,1,1,1,3,Lost,0,0.0,Lost
u_007894,1,1,1,3,Lost,0,0.0,Lost
u_006721,1,1,1,3,Lost,0,0.0,Lost
u_005960,2,1,1,4,At-Risk,0,0.0,Hibernating
u_004001,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011872,2,1,1,4,At-Risk,0,0.0,Potential
u_014508,2,1,1,4,At-Risk,0,0.0,Potential
u_008996,1,1,1,3,Lost,0,0.0,Lost
u_007804,1,1,1,3,Lost,0,0.0,Lost
u_006235,1,1,1,3,Lost,0,0.0,Lost
u_004008,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002344,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007410,1,1,1,3,Lost,0,0.0,Lost
u_011231,1,1,1,3,New,0,0.0,New
u_007061,1,1,1,3,Lost,0,0.0,Lost
u_005001,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003190,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010874,1,1,1,3,New,0,0.0,New
u_008113,1,1,1,3,Lost,0,0.0,Lost
u_010433,1,1,1,3,Lost,0,0.0,Lost
u_003365,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008750,1,1,1,3,Lost,0,0.0,Lost
u_001415,3,4,4,11,Loyal,8,651717.0,Loyal
u_006078,1,1,1,3,Lost,0,0.0,Lost
u_014911,2,1,1,4,At-Risk,0,0.0,Potential
u_001934,3,5,4,12,Loyal,10,1020095.0,Loyal
u_001332,4,4,4,12,Champion,5,666620.0,Loyal
u_010682,5,2,1,8,Potential,1,7666.0,New
u_010777,5,2,1,8,Potential,1,50259.0,New
u_008127,1,1,1,3,Lost,0,0.0,Lost
u_004826,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010463,1,1,1,3,Lost,0,0.0,Lost
u_000329,5,4,5,14,Champion,9,2899359.0,Champion
u_001759,3,4,4,11,Loyal,7,727526.0,Loyal
u_013858,4,3,3,10,Potential,2,344164.0,Potential
u_007606,1,1,1,3,Lost,0,0.0,Lost
u_004270,2,1,1,4,At-Risk,0,0.0,At-Risk
u_007015,1,1,1,3,Lost,0,0.0,Lost
u_014033,3,2,1,6,Potential,1,66242.0,Potential
u_000562,4,4,3,11,Loyal,4,516277.0,Champion
u_013744,2,1,1,4,At-Risk,0,0.0,Potential
u_012517,2,1,1,4,At-Risk,0,0.0,Potential
u_004625,2,1,1,4,At-Risk,0,0.0,Hibernating
u_008851,1,1,1,3,Lost,0,0.0,Lost
u_000402,4,4,5,13,Champion,5,1170116.0,Champion
u_012252,2,1,1,4,At-Risk,0,0.0,Potential
u_010970,5,2,1,8,Potential,1,77115.0,New
u_008610,1,1,1,3,Lost,0,0.0,Lost
u_004713,2,1,1,4,At-Risk,0,0.0,Hibernating
u_003873,2,1,1,4,At-Risk,0,0.0,At-Risk
u_002322,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013367,3,3,2,8,Potential,3,106879.0,Potential
u_009819,1,1,1,3,Lost,0,0.0,Lost
u_002625,2,1,1,4,At-Risk,0,0.0,At-Risk
u_010146,1,1,1,3,Lost,0,0.0,Lost
u_004554,2,1,1,4,At-Risk,0,0.0,Hibernating
u_009179,1,1,1,3,Lost,0,0.0,Lost
u_001803,3,4,4,11,Loyal,8,577731.0,Loyal
u_005350,2,1,1,4,At-Risk,0,0.0,Hibernating
u_004135,2,1,1,4,At-Risk,0,0.0,At-Risk
u_013365,2,1,1,4,At-Risk,0,0.0,Potential
u_000969,4,4,3,11,Loyal,4,262925.0,Loyal
u_011177,5,2,1,8,Potential,1,30856.0,New
u_001308,4,4,5,13,Champion,8,1231852.0,Loyal
u_001138,3,4,3,10,Loyal,7,525732.0,Loyal
u_013171,4,3,2,9,Potential,2,191109.0,Potential
u_005128,2,1,1,4,At-Risk,0,0.0,Hibernating
u_012437,2,1,1,4,At-Risk,0,0.0,Potential
u_009359,1,1,1,3,Lost,0,0.0,Lost
u_007077,1,1,1,3,Lost,0,0.0,Lost
u_011427,5,2,1,8,Potential,1,35525.0,New
u_000742,5,5,5,15,Champion,12,2405085.0,Champion
u_014751,3,3,3,9,Potential,3,277204.0,Potential
u_003019,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012259,2,1,1,4,At-Risk,0,0.0,Potential
u_006260,1,1,1,3,Lost,0,0.0,Lost
u_014822,4,2,2,8,Potential,1,138309.0,Potential
u_001790,4,4,3,11,Loyal,5,440180.0,Loyal
u_003334,2,1,1,4,At-Risk,0,0.0,At-Risk
u_012947,4,3,3,10,Potential,2,239653.0,Potential
u_006282,1,1,1,3,Lost,0,0.0,Lost
u_006320,1,1,1,3,Lost,0,0.0,Lost
u_014961,3,2,1,6,Potential,1,67252.0,Potential
u_007488,1,1,1,3,Lost,0,0.0,Lost
u_007201,1,1,1,3,Lost,0,0.0,Lost
u_003251,2,1,1,4,At-Risk,0,0.0,At-Risk
u_006691,1,1,1,3,Lost,0,0.0,Lost
u_008581,1,1,1,3,Lost,0,0.0,Lost
u_000546,4,4,5,13,Champion,9,1392034.0,Champion
u_004357,2,1,1,4,At-Risk,0,0.0,At-Risk
u_008071,1,1,1,3,Lost,0,0.0,Lost
u_000797,4,4,5,13,Champion,9,1222631.0,Loyal
u_004441,2,1,1,4,At-Risk,0,0.0,At-Risk
u_000930,3,4,4,11,Loyal,7,909780.0,Loyal
u_008480,1,1,1,3,Lost,0,0.0,Lost
u_014158,3,2,1,6,Potential,1,48016.0,Potential
u_001147,4,4,5,13,Champion,7,1045166.0,Loyal
u_003467,2,1,1,4,At-Risk,0,0.0,At-Risk
u_004561,2,1,1,4,At-Risk,0,0.0,Hibernating
u_010052,1,1,1,3,Lost,0,0.0,Lost
u_005993,2,1,1,4,At-Risk,0,0.0,Hibernating
u_002654,2,1,1,4,At-Risk,0,0.0,At-Risk
u_005278,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014203,4,3,3,10,Potential,3,376789.0,Potential
u_004600,2,1,1,4,At-Risk,0,0.0,Hibernating
u_011422,5,2,1,8,Potential,1,45362.0,New
u_013609,4,3,3,10,Potential,3,347955.0,Potential
u_007576,1,1,1,3,Lost,0,0.0,Lost
u_000965,4,4,3,11,Loyal,4,299441.0,Loyal
u_011508,5,2,2,9,Potential,1,114813.0,New
u_013872,2,1,1,4,At-Risk,0,0.0,Potential
u_000683,5,4,5,14,Champion,9,1460830.0,Champion
u_012671,2,1,1,4,At-Risk,0,0.0,Potential
u_001620,3,4,3,10,Loyal,4,518996.0,Loyal
u_004154,2,1,1,4,At-Risk,0,0.0,At-Risk
u_011934,2,1,1,4,At-Risk,0,0.0,Potential
u_011965,3,2,2,7,Potential,1,173326.0,Potential
u_005685,2,1,1,4,At-Risk,0,0.0,Hibernating
u_012365,2,1,1,4,At-Risk,0,0.0,Potential
u_007730,1,1,1,3,Lost,0,0.0,Lost
u_005756,2,1,1,4,At-Risk,0,0.0,Hibernating
u_009682,1,1,1,3,Lost,0,0.0,Lost
u_006157,1,1,1,3,Lost,0,0.0,Lost
u_001179,4,4,3,11,Loyal,6,415925.0,Loyal
u_000545,4,4,5,13,Champion,6,1237861.0,Champion
u_009856,1,1,1,3,Lost,0,0.0,Lost
u_005515,2,1,1,4,At-Risk,0,0.0,Hibernating
u_014251,2,1,1,4,At-Risk,0,0.0,Potential
u_008522,1,1,1,3,Lost,0,0.0,Lost
u_000532,5,4,5,14,Champion,9,2563441.0,Champion
u_006317,1,1,1,3,Lost,0,0.0,Lost
u_000694,5,5,5,15,Champion,11,2422128.0,Champion
u_013368,2,1,1,4,At-Risk,0,0.0,Potential
u_009173,1,1,1,3,Lost,0,0.0,Lost
u_001038,3,5,5,13,Loyal,10,1833857.0,Loyal
u_013817,2,1,1,4,At-Risk,0,0.0,Potential
u_010070,1,1,1,3,Lost,0,0.0,Lost
u_004786,2,1,1,4,At-Risk,0,0.0,Hibernating
u_008456,1,1,1,3,Lost,0,0.0,Lost
u_014985,4,2,1,7,Potential,1,56790.0,Potential
u_000377,4,4,5,13,Champion,6,1240878.0,Champion
u_007540,1,1,1,3,Lost,0,0.0,Lost
u_006048,1,1,1,3,Lost,0,0.0,Lost
u_003226,2,1,1,4,At-Risk,0,0.0,At-Risk
u_009759,1,1,1,3,Lost,0,0.0,Lost
u_000971,4,4,3,11,Loyal,5,372146.0,Loyal
u_008749,1,1,1,3,Lost,0,0.0,Lost
u_001230,4,4,4,12,Champion,4,575294.0,Loyal
u_012711,2,1,1,4,At-Risk,0,0.0,Potential
u_009463,1,1,1,3,Lost,0,0.0,Lost
u_008166,1,1,1,3,Lost,0,0.0,Lost
u_007648,1,1,1,3,Lost,0,0.0,Lost
